,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
gene-Z1377,0.402693633,1.818124289,6.918518995,0.262790966,0.792711699,NA
gene-Z1581,0.402693633,1.818124289,6.918518995,0.262790966,0.792711699,NA
gene-Z1591,0.402693633,1.818124289,6.918518995,0.262790966,0.792711699,NA
gene-Z1612,0.402693633,1.818124289,6.918518995,0.262790966,0.792711699,NA
gene-Z1615,0.402693633,1.818124289,6.918518995,0.262790966,0.792711699,NA
gene-Z1637,0.402693633,1.818124289,6.918518995,0.262790966,0.792711699,NA
gene-Z1648,0.402693633,1.818124289,6.918518995,0.262790966,0.792711699,NA
gene-Z1660,0.402693633,1.818124289,6.918518995,0.262790966,0.792711699,NA
gene-Z1809,0.402693633,1.818124289,6.918518995,0.262790966,0.792711699,NA
gene-Z1811,0.402693633,1.818124289,6.918518995,0.262790966,0.792711699,NA
gene-Z3075,0.402693633,1.818124289,6.918518995,0.262790966,0.792711699,NA
gene-Z3082,0.402693633,1.818124289,6.918518995,0.262790966,0.792711699,NA
gene-Z3095,0.402693633,1.818124289,6.918518995,0.262790966,0.792711699,NA
gene-Z3323,0.402693633,1.818124289,6.918518995,0.262790966,0.792711699,NA
gene-Z3339,0.402693633,1.818124289,6.918518995,0.262790966,0.792711699,NA
gene-Z3922,0.402693633,1.818124289,6.918518995,0.262790966,0.792711699,NA
gene-Z6037,0.402693633,1.818124289,6.918518995,0.262790966,0.792711699,NA
gene-Z5652,6398.466252,0.35862646,1.365693575,0.262596578,0.792861538,NA
gene-Z1857,363.5316773,-0.368768732,1.405258961,-0.262420481,0.792997284,NA
gene-Z1504,1014.100021,0.361304925,1.378549618,0.26209062,0.793251578,NA
gene-Z6079,62.98799578,-0.416388874,1.589659622,-0.261935868,0.793370886,NA
gene-Z2616,12762.56931,-0.356976266,1.364426697,-0.261630959,0.793605973,0.937262935
gene-Z2216,1116094.264,0.356001591,1.363205237,0.261150398,0.793976527,0.937262935
gene-Z0098,16962.91559,-0.356055079,1.364099234,-0.261018458,0.794078273,0.937262935
gene-Z4172,230.021959,-0.371855107,1.42894822,-0.260229939,0.794686412,NA
gene-Z3015,310.7788114,-0.367444759,1.412161034,-0.260200325,0.794709254,NA
gene-Z3750,224.5017005,-0.372110725,1.430521026,-0.260122513,0.794769272,NA
gene-Z2053,1055.577465,-0.357693377,1.377745587,-0.259622226,0.79515519,NA
gene-Z4392,49937.16494,0.352895614,1.363404082,0.258834207,0.795763164,0.938546494
gene-Z2659,493.7527309,-0.359851415,1.394120255,-0.258120785,0.796313691,NA
gene-Z3974,1284.525574,0.354693933,1.375158025,0.257929581,0.796461255,NA
gene-Z2172,1236.437243,0.35471611,1.375623514,0.257858423,0.796516173,NA
gene-Z4254,1071.920115,-0.355027857,1.377442849,-0.257744165,0.796604359,NA
gene-Z3143,141.6978222,-0.378336939,1.468270867,-0.257675166,0.796657614,NA
gene-Z0897,64.98468505,0.407209249,1.584507656,0.256994182,0.797183265,NA
gene-Z5519,4212.67877,0.351101928,1.366711231,0.256895473,0.797259466,NA
gene-Z3503,1125.59582,0.35358393,1.376810047,0.25681388,0.797322455,NA
gene-Z2888,10610.17185,-0.349739503,1.364445169,-0.256323604,0.797700973,0.939752458
gene-Z4234,6510.196957,0.349609397,1.3653698,0.256054731,0.797908576,NA
gene-Z4594,7042.021015,-0.349410478,1.365169294,-0.255946629,0.797992049,0.939752458
gene-Z1808,142.6206617,0.375500461,1.468228775,0.255750649,0.798143383,NA
gene-Z1812,412.2072702,0.35804257,1.400316597,0.255686871,0.798192633,NA
gene-Z2133,22.29915993,-0.493252331,1.931878203,-0.255322686,0.79847388,NA
gene-Z0537,7161.788813,-0.34835308,1.365100199,-0.25518499,0.798580224,0.939752458
gene-Z0559,2695.362718,-0.348866269,1.368667942,-0.254894747,0.798804394,NA
gene-Z1868,27.81941849,-0.466955643,1.833978986,-0.25461341,0.799021701,NA
gene-Z4928,25261.22329,-0.346860421,1.36351542,-0.254386871,0.799196693,0.939773956
gene-Z3573,1856.937795,-0.347892475,1.371203648,-0.253713207,0.79971713,NA
gene-Z5845,8091.79298,0.34565727,1.36478374,0.253268895,0.800060431,0.940085966
gene-Z1922,133.1070247,-0.373435735,1.474592076,-0.253246807,0.800077498,NA
gene-Z0960,112.0495034,-0.378059493,1.49459169,-0.25295169,0.800305545,NA
gene-Z3033,155.0538277,0.368867353,1.459936458,0.252659868,0.800531062,NA
gene-Z2571,16426.39344,0.344160387,1.363767336,0.252360045,0.80076278,0.940208018
gene-Z2169,560.5830951,-0.350104561,1.39018715,-0.251839877,0.801164833,NA
gene-Z1347,132.0835117,-0.371516758,1.475359808,-0.251814341,0.801184572,NA
gene-Z2273,3048.860612,0.344158984,1.367897432,0.251597069,0.801352524,NA
gene-Z3262,692.8511747,-0.348061958,1.384979768,-0.251311944,0.801572942,NA
gene-Z3778,52570.04303,-0.341580688,1.363037916,-0.250602484,0.802121461,0.940235285
gene-Z5702,5.084007118,0.790525851,3.157921906,0.250331032,0.80233136,NA
gene-Z4911,338681.4868,-0.340942516,1.36277109,-0.250183261,0.802445629,0.940235285
gene-Z3277,182.1685323,-0.361463338,1.445262659,-0.250102178,0.802508332,NA
gene-Z2029,8257.836988,0.341162505,1.364608652,0.250007579,0.802581488,0.940235285
gene-Z0663,217.7398032,-0.357806464,1.432111435,-0.249845407,0.802706903,NA
gene-Z2085,274.267922,0.353016118,1.418416109,0.248880505,0.803453215,NA
gene-Z2203,140.0534898,-0.365254725,1.469060423,-0.248631519,0.803645825,NA
gene-Z1996,3144.164772,-0.338523274,1.3675425,-0.247541318,0.804489319,NA
gene-Z2709,4759.066914,0.337943767,1.365889009,0.247416712,0.804585742,NA
gene-Z1424,13061.31765,0.336807588,1.36378847,0.246964684,0.804935556,0.94221781
gene-Z0523,10853.1639,-0.335910558,1.363993338,-0.246269941,0.805473277,0.94221781
gene-Z1545,62.36717643,-0.391297965,1.590989389,-0.245946307,0.805723797,NA
gene-Z2510,62.36717643,-0.391297965,1.590989389,-0.245946307,0.805723797,NA
gene-Z0351,61.72957818,0.392179158,1.594707146,0.245925504,0.805739901,NA
gene-Z2785,534.1898832,-0.342099063,1.391277154,-0.245888508,0.80576854,NA
gene-Z5152,2264.413415,0.336491517,1.369419754,0.245718317,0.805900292,NA
gene-Z1255,362.8773002,-0.344650017,1.404602396,-0.245371941,0.806168453,NA
gene-Z1849,102.4351929,-0.369240311,1.505988503,-0.245181361,0.806316008,NA
gene-Z3843,8041.070361,0.334372164,1.364456039,0.24505895,0.806410787,0.942612609
gene-Z0317,57.45095833,0.393422285,1.610507512,0.244284663,0.807010361,NA
gene-Z3161,57.45095833,0.393422285,1.610507512,0.244284663,0.807010361,NA
gene-Z3781,2945.8046,-0.334102307,1.367739991,-0.24427326,0.807019191,NA
gene-Z3539,2735.380398,0.334199919,1.368178908,0.244266241,0.807024627,NA
gene-Z0797,355.3100156,-0.342800122,1.405423684,-0.243912299,0.807298744,NA
gene-Z1378,6.510213736,0.697419577,2.866577764,0.243293444,0.807778083,NA
gene-Z1506,54.59854509,0.394359371,1.622308944,0.243085248,0.807939359,NA
gene-Z0015,30549.94978,0.331261778,1.362945393,0.243048459,0.807967858,0.943730486
gene-Z4839,1707.102205,0.332788728,1.3715313,0.242640273,0.80828408,NA
gene-Z2270,995.0727464,0.334217258,1.378009478,0.242536255,0.808364668,NA
gene-Z2294,18483.06728,0.330164235,1.363244273,0.242190076,0.808632884,0.94375697
gene-Z4976,5005.112724,-0.32995038,1.365473414,-0.241638084,0.809060609,NA
gene-Z0167,17956.36078,0.329179576,1.363240071,0.24146853,0.809192004,0.94375697
gene-Z1957,74.1627441,0.375500533,1.558076234,0.241002671,0.809553047,NA
gene-Z4097,3556.70762,0.3293087,1.366731756,0.24094611,0.809596884,NA
gene-Z1325,184.8195987,0.347701964,1.444228057,0.240752811,0.809746706,NA
gene-Z4403,1426.508638,0.330151886,1.37322653,0.240420556,0.810004244,NA
gene-Z3450,1230.463954,0.330436858,1.374950634,0.240326344,0.810077274,NA
gene-Z0999,2948.019415,0.327438147,1.367573914,0.239429945,0.810772212,NA
gene-Z4521,1527.802865,0.328457147,1.372462559,0.239319568,0.810857793,NA
gene-Z0701,447.7114255,0.334211546,1.39669457,0.239287496,0.810882661,NA
gene-Z0285,11808.52098,-0.325888705,1.363584916,-0.238994067,0.811110183,0.945292357
gene-Z1439,16.49366006,0.501028628,2.097915112,0.238822164,0.811243483,NA
gene-Z2107,16.49366006,0.501028628,2.097915112,0.238822164,0.811243483,NA
gene-Z5280,1386.591631,-0.32762616,1.373395747,-0.238551896,0.811453069,NA
gene-Z5187,4134.187069,-0.325817656,1.366000432,-0.238519438,0.811478241,NA
gene-Z1980,4089.622307,-0.325753344,1.366039078,-0.238465611,0.811519984,NA
gene-Z5672,192.9741448,0.34355751,1.440767228,0.238454557,0.811528557,NA
gene-Z0829,626.2389362,0.329591621,1.386909199,0.2376447,0.812156678,NA
gene-Z5946,8030.566769,-0.324039359,1.36414481,-0.237540294,0.812237664,0.94587102
gene-Z1712,10.78883359,0.568140711,2.392609746,0.237456489,0.81230267,NA
gene-Z1675,266.952321,0.33702605,1.419421764,0.237438976,0.812316255,NA
gene-Z3031,106.160109,0.356135277,1.501726491,0.237150559,0.81253999,NA
gene-Z2102,175.406635,-0.343316007,1.447800724,-0.237129324,0.812556464,NA
gene-Z4556,5410.306413,-0.322913407,1.365040195,-0.236559633,0.81299844,NA
gene-Z3677,9149.88728,-0.322334833,1.363861592,-0.236339842,0.813168973,0.94587102
gene-Z0939,277.9592803,0.334858188,1.417154377,0.236289139,0.813208314,NA
gene-Z5123,315.6614717,0.333208352,1.410700959,0.236200557,0.813277047,NA
gene-Z5148,528.6360669,-0.328366718,1.39117709,-0.236035168,0.813405381,NA
gene-Z1033,129536.8939,0.321531759,1.36227603,0.23602541,0.813412953,0.94587102
gene-Z1665,221.3976037,-0.336310074,1.430383776,-0.23511877,0.814116551,NA
gene-Z4233,5807.781808,0.320535345,1.364794386,0.234859806,0.814317547,NA
gene-Z3306,53.77637892,-0.381226002,1.623825629,-0.234770283,0.814387034,NA
gene-Z2554,340.5278035,0.330270763,1.407154734,0.234708206,0.814435218,NA
gene-Z2184,3765.319701,-0.320503574,1.366212691,-0.234592737,0.814524847,NA
gene-Z3020,96.17666271,0.354126968,1.515280766,0.233703863,0.815214889,NA
gene-Z3212,185.4404181,0.336730876,1.443640762,0.233251155,0.815566385,NA
gene-Z1115,5616.08286,0.317752061,1.364806523,0.232818393,0.81590243,NA
gene-Z3555,13988.88888,-0.316935654,1.363126578,-0.2325064,0.816144717,0.948345673
gene-Z0113,3980.811131,0.317235075,1.365923028,0.232249599,0.816344157,NA
gene-Z0634,196.4473774,0.333680245,1.439139057,0.231861017,0.816645964,NA
gene-Z3726,5599.220064,-0.316368327,1.3647591,-0.231812579,0.816683587,NA
gene-Z1835,865.321502,0.319753024,1.379898776,0.231722087,0.816753876,NA
gene-Z2976,90.77385647,-0.352692742,1.522805283,-0.231607249,0.816843077,NA
gene-Z4396,1539.497759,0.317502883,1.372073281,0.231403736,0.817001163,NA
gene-Z3139,17363.69643,0.314743791,1.36285709,0.230944091,0.817358237,0.948353894
gene-Z3061,2242.584064,-0.31574123,1.368846534,-0.230662257,0.817577198,NA
gene-Z4415,57.24961151,-0.370740598,1.609047016,-0.230410047,0.817773155,NA
gene-Z2629,16835.88253,-0.313754327,1.36285139,-0.230219032,0.817921574,0.948353894
gene-Z3755,3862.100404,-0.314336593,1.365937343,-0.230125192,0.81799449,NA
gene-Z1410,1802.892953,-0.315172215,1.37049701,-0.229969283,0.818115638,NA
gene-Z3487,1605.136822,0.315404042,1.371605814,0.229952395,0.818128761,NA
gene-Z3127,119.6167879,0.341149117,1.486378348,0.229517012,0.8184671,NA
gene-Z1693,2760.330624,-0.313858523,1.367511223,-0.229510748,0.818471968,NA
gene-Z3066,89.75034348,-0.34963752,1.524443045,-0.229354269,0.818593577,NA
gene-Z4238,6634.427942,0.312397632,1.364233931,0.228991249,0.818875718,0.948353894
gene-Z4939,84.76700977,0.351253083,1.53445907,0.228910037,0.818938839,NA
gene-Z1783,152628.0683,0.31161047,1.361979002,0.228792419,0.819030259,0.948353894
gene-Z4096,7348.168849,0.31182551,1.363991483,0.228612505,0.819170104,0.948353894
gene-Z3226,18.205108,-0.464032395,2.035077109,-0.228017107,0.819632941,NA
gene-Z2972,4589.516116,-0.310845041,1.365209953,-0.227690283,0.819887027,NA
gene-Z1920,153.7282944,-0.332142714,1.459063464,-0.227641033,0.819925318,NA
gene-Z2499,1371.977208,-0.312032179,1.37307544,-0.227250572,0.820228906,NA
gene-Z3742,251.4821739,0.32243904,1.422421149,0.226683244,0.820670057,NA
gene-Z5646,560.0797281,-0.314158784,1.389181522,-0.226146676,0.821087342,NA
gene-Z5213,62.35039753,0.35901241,1.591557494,0.225573007,0.821533537,NA
gene-Z0106,188831.132,-0.306388883,1.361814798,-0.22498572,0.821990383,0.950918182
gene-Z4405,3862.989686,-0.30702424,1.365735419,-0.224805065,0.822130926,NA
gene-Z0290,238.1429473,-0.320288686,1.425289514,-0.224718335,0.8221984,NA
gene-Z0585,5721.957728,0.306297278,1.364438332,0.224485982,0.822379174,NA
gene-Z2763,1603.156911,0.307669657,1.371404351,0.22434642,0.822487758,NA
gene-Z4657,77734.0997,-0.303929189,1.361864796,-0.223171338,0.823402158,0.951667939
gene-Z3325,26.07441275,0.41502771,1.862608299,0.222820713,0.823675046,NA
gene-Z1270,5737.713116,0.30399085,1.364368403,0.222807014,0.823685709,NA
gene-Z2083,42.78619852,0.375500218,1.685573493,0.222772973,0.823712204,NA
gene-Z5330,16401.52711,-0.303306822,1.36258945,-0.222595898,0.82385003,0.951667939
gene-Z0888,77.68631339,-0.344389408,1.54778481,-0.222504709,0.823921008,NA
gene-Z3456,739.0099324,0.307480886,1.382576627,0.222396994,0.824004852,NA
gene-Z3004,4697.672914,0.303445582,1.364950596,0.222312502,0.82407062,NA
gene-Z0413,756.6948945,-0.306858518,1.381962322,-0.222045502,0.824278462,NA
gene-Z3622,437.425959,-0.309988029,1.396606002,-0.22195811,0.824346493,NA
gene-Z3909,8522.306031,0.301125282,1.363409938,0.22086188,0.82519998,0.952526942
gene-Z3939,6295.812934,-0.3012343,1.364040908,-0.220839638,0.825217299,NA
gene-Z4944,1069.403279,0.303565009,1.376076059,0.220601912,0.825402412,NA
gene-Z3318,110.6568546,0.32910777,1.495574988,0.220054342,0.825828833,NA
gene-Z4870,49.68232699,-0.361462807,1.64278723,-0.220030202,0.825847633,NA
gene-Z2303,3575.130854,0.300054584,1.365893062,0.219676483,0.826123121,NA
gene-Z5781,51863.61772,-0.298361824,1.361814689,-0.219091354,0.826578886,0.953092914
gene-Z1476,4148.382019,-0.298976886,1.365245727,-0.218991263,0.826656854,NA
gene-Z0574,11594.57321,0.298019536,1.362845718,0.218674448,0.826903654,0.953092914
gene-Z3942,775.8899576,-0.301735096,1.381330186,-0.218438067,0.827087808,NA
gene-Z5918,381.7367853,0.305635176,1.401711324,0.218044308,0.827394589,NA
gene-Z5736,3765.755952,0.296802737,1.365588036,0.217344272,0.827940058,NA
gene-Z5905,351.165627,0.30539582,1.405130205,0.217343431,0.827940713,NA
gene-Z4041,359.3201731,0.30413559,1.404126799,0.216601229,0.828519128,NA
gene-Z2688,8167.281257,0.295273694,1.363333804,0.216582097,0.828534039,0.95337608
gene-Z4102,497.5112048,0.301287636,1.392395627,0.216380769,0.828690956,NA
gene-Z5258,6879.349566,0.295011439,1.363681806,0.216334513,0.828727008,0.95337608
gene-Z1667,8502.204907,-0.294488443,1.36322798,-0.216022886,0.828969908,0.95337608
gene-Z5189,4349.124796,0.294868195,1.364986486,0.216022795,0.82896998,NA
gene-Z3227,39.66532286,-0.368157457,1.70586627,-0.215818475,0.829129247,NA
gene-Z5003,162.8392379,0.312490788,1.453835443,0.214942337,0.829812276,NA
gene-Z2568,1461.190627,0.294801654,1.371993348,0.214871052,0.829867855,NA
gene-Z4449,12195.94582,0.292524233,1.362635535,0.21467533,0.830020458,0.953885984
gene-Z4170,135.1204928,0.314746629,1.472006747,0.213821458,0.830686291,NA
gene-Z0776,14857.02924,-0.290681091,1.362353915,-0.213366797,0.831040876,0.954333686
gene-Z2245,589.0401119,0.295425993,1.387502947,0.212919182,0.83139,NA
gene-Z5075,29533.83629,-0.289545043,1.361808966,-0.212617959,0.831624962,0.954333686
gene-Z3451,2603.263328,-0.290491518,1.367222752,-0.212468317,0.831741693,NA
gene-Z4788,286.7682035,0.300398788,1.414556118,0.212362581,0.831824176,NA
gene-Z5750,1664.316007,-0.290688408,1.370550984,-0.21209602,0.832032125,NA
gene-Z4294,6115.792101,-0.288843577,1.363788488,-0.211794996,0.832266973,NA
gene-Z2221,201.1622486,0.304115856,1.436576303,0.211694885,0.832345078,NA
gene-Z4929,28241.52531,-0.288122847,1.361796312,-0.211575582,0.832438161,0.954569599
gene-Z0755,6241.885545,-0.288445929,1.363727445,-0.211512887,0.832487077,NA
gene-Z0898,211.3470418,-0.302569903,1.43263279,-0.211198505,0.832732377,NA
gene-Z0795,485.8330895,-0.293893814,1.392764077,-0.211014786,0.832875733,NA
gene-Z5665,756.594221,0.291487714,1.381673767,0.210967105,0.83291294,NA
gene-Z0346,1568.240018,-0.288720758,1.371064392,-0.210581472,0.833213871,NA
gene-Z3569,7034.336278,0.286319451,1.363407528,0.210002839,0.833665457,0.955279674
gene-Z5547,1450.435351,0.287864312,1.371892205,0.209830124,0.83380026,NA
gene-Z1335,614.9970723,-0.290445188,1.38615153,-0.209533505,0.834031783,NA
gene-Z4439,758.641247,0.28901981,1.381556011,0.209198764,0.834293077,NA
gene-Z2209,55.60527917,-0.337616142,1.614872069,-0.209066804,0.834396089,NA
gene-Z4838,5937.868631,-0.284940083,1.36376449,-0.20893643,0.834497865,NA
gene-Z4176,226.2634851,-0.298269831,1.427959271,-0.208878388,0.834543176,NA
gene-Z1493,145.7247585,0.30511133,1.464036718,0.208404152,0.834913415,NA
gene-Z2207,1362.815928,-0.285920654,1.372464255,-0.208326485,0.834974053,NA
gene-Z5086,1885.629716,0.285266471,1.36937636,0.208318531,0.834980264,NA
gene-Z0332,312.2553547,0.29341349,1.410128628,0.208075692,0.835169867,NA
gene-Z4416,169.8528187,-0.300660153,1.449374317,-0.207441342,0.835665198,NA
gene-Z0835,2217.482828,0.283522565,1.368108682,0.207236873,0.835824872,NA
gene-Z6002,2040.968785,0.283102006,1.368699564,0.206840137,0.836134709,NA
gene-Z1237,9202.656924,0.281840441,1.362775615,0.206813534,0.836155486,0.957434598
gene-Z0844,229.5018131,0.295081744,1.427315804,0.206738931,0.836213751,NA
gene-Z2803,336.7189929,0.29025285,1.406566613,0.206355566,0.836513177,NA
gene-Z6063,176134.2689,0.279809196,1.361128799,0.205571432,0.837125695,0.957588791
gene-Z1286,491.5379159,-0.286082608,1.392209255,-0.205488224,0.837190697,NA
gene-Z4436,545.9015564,-0.285349748,1.389135628,-0.205415326,0.837247647,NA
gene-Z3617,189.2660076,-0.295716163,1.440507993,-0.205286027,0.83734866,NA
gene-Z3672,846.1264388,-0.282650644,1.379217572,-0.204935501,0.837622518,NA
gene-Z1744,7144.858901,0.278831568,1.363185168,0.204544162,0.837928285,0.957588791
gene-Z4602,1474.982884,-0.280377947,1.371472424,-0.204435716,0.838013022,NA
gene-Z2782,337.7425059,0.287485143,1.406361658,0.204417649,0.83802714,NA
gene-Z0261,393.2303327,-0.286082379,1.399848916,-0.204366611,0.83806702,NA
gene-Z0831,82961.53287,0.278090606,1.361184944,0.204300384,0.83811877,0.957588791
gene-Z4205,315.7285873,0.28784047,1.409460237,0.204220355,0.838181306,NA
gene-Z3453,1114.874102,-0.280767294,1.37482935,-0.204219741,0.838181785,NA
gene-Z3439,6034.733228,-0.277333371,1.363532919,-0.203393235,0.838827687,NA
gene-Z3435,6806.646586,-0.277196452,1.363240121,-0.203336483,0.838872042,0.957752891
gene-Z2783,237.2536655,0.289085668,1.425061237,0.202858418,0.839245696,NA
gene-Z0690,69.69955633,0.31660702,1.567946842,0.201924588,0.83997568,NA
gene-Z4550,14720.39864,-0.274485356,1.361956409,-0.201537549,0.840278272,0.958661703
gene-Z3278,15.13456905,-0.431852237,2.142905971,-0.201526452,0.840286948,NA
gene-Z2931,36.67867842,0.34748578,1.732183212,0.200605673,0.841006921,NA
gene-Z5069,3603.90667,0.273724994,1.365187038,0.200503657,0.841086698,NA
gene-Z5766,8643.181237,-0.273106773,1.362659109,-0.200421933,0.841150607,0.958960525
gene-Z0721,645.3501049,0.277059721,1.384785174,0.200074153,0.841422588,NA
gene-Z0402,2626.75379,-0.272843197,1.366730071,-0.199632102,0.841768319,NA
gene-Z3240,265.5932299,0.282889202,1.418244461,0.199464345,0.841899532,NA
gene-Z0811,2474.03223,0.272389679,1.367112031,0.199244592,0.842071419,NA
gene-Z0486,1895.311142,-0.272141087,1.368968196,-0.198792849,0.84242479,NA
gene-Z0933,2425.641878,-0.271715245,1.367187683,-0.198740267,0.842465924,NA
gene-Z0254,1260.749871,-0.272501208,1.373043,-0.198465167,0.842681136,NA
gene-Z0990,6129.366232,-0.270539639,1.363328117,-0.198440592,0.842700361,NA
gene-Z4868,2026.304025,-0.271390757,1.36842699,-0.198323154,0.842792237,NA
gene-Z3562,1851.098737,0.27145531,1.369187259,0.198260178,0.842841506,NA
gene-Z4188,52.53474022,-0.321105196,1.627956574,-0.197244325,0.843636345,NA
gene-Z1594,1.82890025,0.960434654,4.869466569,0.197236112,0.843642772,NA
gene-Z1614,1.82890025,0.960434654,4.869466569,0.197236112,0.843642772,NA
gene-Z3349,1.82890025,0.960434654,4.869466569,0.197236112,0.843642772,NA
gene-Z1998,3985.710571,-0.26770208,1.364611171,-0.196174622,0.844473491,NA
gene-Z0727,144570.4204,-0.266318579,1.360818381,-0.195704719,0.84484129,0.962469664
gene-Z1888,508.4678274,-0.271982477,1.390849105,-0.195551391,0.84496131,NA
gene-Z1889,195.2728543,0.281035888,1.438184908,0.195410122,0.845071893,NA
gene-Z0974,76.44467469,-0.302569345,1.549591122,-0.195257537,0.845191338,NA
gene-Z1355,52.98777056,0.317397636,1.627207265,0.195056673,0.845348581,NA
gene-Z5115,2662.845207,-0.266317959,1.366494976,-0.194891283,0.845478058,NA
gene-Z0326,193.8466476,0.280343346,1.438719175,0.194856196,0.845505527,NA
gene-Z2937,144.7012455,-0.284647768,1.463692763,-0.194472348,0.845806046,NA
gene-Z2708,5542.054347,0.264800051,1.36347206,0.194210104,0.846011372,NA
gene-Z4256,360.9141687,-0.272045582,1.402921406,-0.19391363,0.846243511,NA
gene-Z5524,24901.41653,0.263176393,1.361260877,0.193332812,0.846698331,0.963419341
gene-Z1049,4218.601722,-0.263488939,1.364298631,-0.193131425,0.846856042,NA
gene-Z3008,9644.948765,-0.263011101,1.362233041,-0.1930735,0.846901406,0.963419341
gene-Z3144,1927.526633,-0.263918934,1.368638188,-0.192833239,0.847089571,NA
gene-Z2595,623.7724377,0.267123439,1.38536212,0.192818495,0.847101118,NA
gene-Z1356,31.07452536,-0.344389446,1.787973425,-0.19261441,0.847260959,NA
gene-Z0969,59.71611001,0.306787938,1.599383077,0.191816421,0.847886008,NA
gene-Z1850,59.71611001,0.306787938,1.599383077,0.191816421,0.847886008,NA
gene-Z0275,929.635031,-0.263892887,1.377152661,-0.191622101,0.848038229,NA
gene-Z5877,47.01448167,-0.316375065,1.656102357,-0.191035937,0.848497438,NA
gene-Z5335,282.1204478,0.270200394,1.414657484,0.191000576,0.848525142,NA
gene-Z2372,67.87065608,0.299949722,1.572668119,0.19072665,0.848739758,NA
gene-Z5346,5180.234118,-0.259993983,1.36353981,-0.190675755,0.848779635,NA
gene-Z3378,651.7093085,0.263923734,1.384240551,0.190663201,0.848789471,NA
gene-Z2031,3572.12743,-0.258508283,1.364843371,-0.189405091,0.849775334,NA
gene-Z3269,677.4481432,-0.261929146,1.383196421,-0.189365112,0.849806666,NA
gene-Z4058,558.3515012,0.261785121,1.388093053,0.188593352,0.850411544,NA
gene-Z2124,74.59899554,0.293038638,1.554699574,0.1884857,0.850495924,NA
gene-Z3085,238.696651,-0.267281335,1.423848989,-0.187717474,0.851098132,NA
gene-Z4295,348.2293192,-0.263500869,1.404234322,-0.187647364,0.851153095,NA
gene-Z3561,2062.630347,0.256363598,1.36797883,0.187403191,0.851344521,NA
gene-Z5447,69.90090315,-0.293291539,1.565764357,-0.187315248,0.851413468,NA
gene-Z1825,1196.234995,0.256525733,1.373386616,0.186783335,0.851830514,NA
gene-Z3664,2897.246459,0.254643428,1.365783966,0.18644488,0.8520959,NA
gene-Z4090,6.107520102,0.545417597,2.928253273,0.18626039,0.852240568,NA
gene-Z2327,583.6373056,-0.258176855,1.38670637,-0.186179901,0.852303685,NA
gene-Z5328,8943.775255,-0.25293558,1.362126871,-0.185691645,0.85268658,0.96871651
gene-Z2334,469.6078918,-0.258431315,1.392991939,-0.185522477,0.852819252,NA
gene-Z1313,9949.972413,-0.252488656,1.361942451,-0.185388638,0.852924219,0.96871651
gene-Z3653,18.54068603,0.375498755,2.026749647,0.185271405,0.853016165,NA
gene-Z1722,60316.66045,-0.251405191,1.360623168,-0.184772093,0.853407797,0.96871651
gene-Z2374,3.255106868,0.697413563,3.777752273,0.184610719,0.853534378,NA
gene-Z1466,4156.654018,-0.25170397,1.364083246,-0.184522441,0.853603624,NA
gene-Z2941,400.7808384,0.257976763,1.398656704,0.184446092,0.853663514,NA
gene-Z2204,127.1169569,-0.271981312,1.477006245,-0.184143644,0.853900769,NA
gene-Z4169,107.703768,-0.275490006,1.497005253,-0.184027414,0.853991949,NA
gene-Z5876,2966.929237,-0.251169336,1.365555735,-0.183931955,0.854066836,NA
gene-Z5995,1797.657936,0.251355798,1.368967286,0.183609791,0.854319581,NA
gene-Z4273,1083.933808,0.251777167,1.374608853,0.183162771,0.854670305,NA
gene-Z0970,44.43053086,0.306237841,1.672882092,0.183060027,0.85475092,NA
gene-Z1995,617.6984754,0.252854735,1.385273581,0.18253054,0.85516639,NA
gene-Z2037,348.5984551,0.255083451,1.404206427,0.181656661,0.855852179,NA
gene-Z5105,4881.385105,-0.247655138,1.363443273,-0.181639488,0.855865657,NA
gene-Z3937,515.5653027,0.252389294,1.390134818,0.181557422,0.855930066,NA
gene-Z1955,2489.938628,-0.247570338,1.366468745,-0.181175266,0.856230008,NA
gene-Z0769,225808.0051,-0.246326937,1.360322708,-0.18107978,0.856304955,0.97130331
gene-Z0053,1759.771177,0.247536752,1.369066989,0.180806895,0.856519151,NA
gene-Z1071,2464.384361,-0.246607566,1.366511652,-0.18046503,0.856787506,NA
gene-Z2666,890.7415376,-0.248411801,1.377521181,-0.180332473,0.856891564,NA
gene-Z1067,4565.002141,0.245905972,1.36363949,0.180330633,0.856893008,NA
gene-Z1391,951.4308239,-0.248123763,1.376423233,-0.180267055,0.856942918,NA
gene-Z1991,5944.731201,-0.245392177,1.362829008,-0.18006087,0.857104782,NA
gene-Z3975,24519.67974,0.24484711,1.360855051,0.179921521,0.85721418,0.9716331
gene-Z1103,2899.209591,0.245233487,1.365570701,0.17958315,0.857479834,NA
gene-Z2205,48.44068829,-0.295874676,1.647810891,-0.179556209,0.857500986,NA
gene-Z2920,409.1031735,-0.250333498,1.397549468,-0.179123175,0.857840985,NA
gene-Z2175,204.1488931,-0.256564815,1.434008635,-0.178914415,0.858004904,NA
gene-Z2431,833.4080316,0.246546707,1.378741243,0.178820143,0.858078928,NA
gene-Z0747,521.4882549,-0.24793562,1.389568459,-0.178426344,0.858388162,NA
gene-Z5960,2589.605302,-0.24319423,1.366135922,-0.17801613,0.858710308,NA
